ident,text,items,faults,actions
102036,engine started and seemed to be running fine . suddenly engine . ground run checks good .,engine,,ground run checks
102037,engine started and seemed to be running fine . suddenly engine . removed all 4 injector nozzles . ultrasonically cleaned,engine; injector nozzles,,removed; ultrasonically cleaned; cleaned
102038,engine started and seemed to be running fine . suddenly engine . timed both mags to engine and torqued hold downs . ground,engine; mags; hold downs,,timed; torqued
102039,engine started and seemed to be running fine . suddenly engine . ground ran aircraft and found no rough engine . checked magneto timin,engine; aircraft; magneto timin,,ground ran; checked
102040,right-hand engine number 3 cylinder intake gasket is leaking . removed and replaced gasket .,engine; cylinder; intake gasket; gasket,leaking,removed; replaced
102041,right-hand engine number 4 cylinder intake gasket is leaking . removed and replaced gasket .,engine; cylinder; intake gasket; gasket,leaking,removed; replaced
102042,number 4 cylinder side baffle on left-hand engine is missing a bolt . installed new bolt .,cylinder; baffle; engine; bolt,missing,installed
102043,"left-hand engine , right-hand forward baffle seal is loose . removed and replaced baffle seal with new .",engine; baffle seal,loose,removed; replaced
102044,left-hand engine number 1 cylinder intake leaks . replaced gasket .,engine; cylinder; intake; gasket,leaks,replaced
102045,left-hand engine number 3 cylinder compression is low . run up leak check good .,engine; cylinder,low,run up leak check
102046,"left-hand engine number 3 cylinder compression is low . completed install of number 3 cylinder , lines and baffles .",engine; cylinder; lines; baffles,low,completed install
102047,left-hand engine number 3 cylinder compression is low . attempted staking valves - compression still 35 / 80 .,engine; cylinder; valves,low,attempted staking
102048,left-hand engine number 3 cylinder compression is low . removed baffles and lines . removed number 3 cylinder . installed repa,engine; cylinder; baffles; lines,low,removed; installed
102049,"right-hand engine number 1 cylinder intake gasket leaking , along with number 2 and 4 . removed and replaced right-hand intake gaskets .",engine; cylinder; intake gasket; intake gaskets,leaking,removed; replaced
102050,number 2 and 4 rocker covers leaking on left-hand engine . removed and replaced rocker cover gaskets on left-hand engine .,rocker covers; engine; rocker cover gaskets,leaking,removed; replaced
102051,all 4 valve covers leaking on right-hand engine . removed and replaced all 4 rocker cover gaskets on right-hand en,valve covers; engine; rocker cover gaskets,leaking,removed; replaced
102052,left baffle plug is worn . replaced plug .,baffle plug; plug,worn,replaced
102053,crack on oil cooler flange . stop drilled crack .,oil cooler flange,crack,stop drilled
102054,intakes 1 and 3 leaking . removed and replaced intake gasket .,intakes; intake gasket,leaking,removed; replaced
102055,cylinder number 4 rocker cover gasket is leaking . tightened screws .,cylinder; rocker cover gasket; screws,leaking,tightened
102056,cylinder number 1 and 3 bottom baffle is cracked at tie rod . fabricated patch of like material and installed in accordance with,cylinder; baffle; tie rod; patch; like material,cracked,fabricated; installed
102057,"number 3 cylinder rocker box cover screw missing . installed new screw , checked and tightened all rocker box c",cylinder; rocker box cover screw; screw; rocker box,missing,installed; checked; tightened
102058,number 4 intake leaking at oil sump . swaged tube .,intake; oil sump; tube,leaking,swaged
102059,number 4 intake leaking at oil sump . leak check good .,intake; oil sump,leaking,leak check
102060,cylinder number 2 intake gasket is leaking . removed and replaced intake gasket with new .,cylinder; intake gasket,leaking,removed; replaced
102061,intake gasket cylinder number 2 leaking . removed and replaced intake gasket .,intake gasket; cylinder,leaking,removed; replaced
102062,rocker cover gaskets cylinder number 2 and 4 leaking . removed and replaced rocker cover gaskets .,rocker cover gaskets; cylinder,leaking,removed; replaced
102063,aft engine baffle worn from rubbing . repositioned left baffle to clear from engine casing . d,engine; baffle; engine casing,worn; rubbing,repositioned
102064,number 1 cylinder baffle not behind cylinder nut - incorrect install . put in proper position .,cylinder; baffle; cylinder nut,not behind,incorrect install; put
102065,number 2 rocker cover leaking . removed and replaced rocker cover gasket .,rocker cover; rocker cover gasket,leaking,removed; replaced
102066,left-hand engine number 3 intake is leaking . replaced intake gasket .,engine; intake; intake gasket,leaking,replaced
102067,right-hand engine number 3 intake is leaking . replaced intake gasket .,engine; intake; intake gasket,leaking,replaced
102068,left-hand engine number 3 rocker cover is leaking . replaced rocker cover gasket .,engine; rocker cover; rocker cover gasket,leaking,replaced
102069,screw missing in number 3 side baffle . replaced screw .,screw; baffle,missing,replaced
102070,number 3 rocker cover gasket leaking . removed and replaced rocker cover gasket .,rocker cover gasket,leaking,removed; replaced
102071,number 2 rocker cover leaking . removed and replaced rocker cover gasket .,rocker cover; rocker cover gasket,leaking,removed; replaced
102072,"cooling baffle attachment bracket , behind oil fill tube , is . finished baffle install .",baffle attachment bracket; oil fill tube; baffle,,install
102073,engine cooling baffle seal loose on top left-hand side . reattached baffle seal on top left-hand side .,engine; baffle seal,loose,reattached
102074,"cooling baffle attachment bracket , behind oil fill tube , is . installed new bracket and started reinstalling baffle .",baffle attachment bracket; oil fill tube; bracket; baffle,,installed; started reinstalling
102075,number 1 rocker gasket seeping . installed fresh gasket .,rocker gasket; gasket,seeping,installed
102076,cylinder number 4 rocker cover gasket leaking . removed and replaced rocker cover gasket .,cylinder; rocker cover gasket,leaking,removed; replaced
102077,number 1 intake gasket torn . removed and replaced number 1 intake gasket .,intake gasket,torn,removed; replaced
102078,number 1 and 3 rocker gaskets leaking . removed and replaced rocker cover gaskets .,rocker gaskets; rocker cover gaskets,leaking,removed; replaced
102079,number 4 rocker gasket leaking . replaced rocker cover gasket .,rocker gasket; rocker cover gasket,leaking,replaced
102080,"number 3 push rod seals leaking . replaced seals , leak check good .",push rod seals; seals,leaking,replaced; leak check
102081,number 2 intake is leaking . removed and replaced gasket .,intake; gasket,leaking,removed; replaced
102082,number 4 rocker cover is leaking . removed and replaced gasket .,rocker cover; gasket,leaking,removed; replaced
102083,"number 1 intake is leaking at oil sump . cleaned , removed tube upper and reswaged lower tube in",intake; oil sump; tube upper; tube,leaking,cleaned; removed; reswaged
102084,number 4 intake gasket leaking . removed and replaced intake gasket .,intake gasket,leaking,removed; replaced
102085,number 4 rocker cover gasket leaking . removed and replaced rocker cover gasket .,rocker cover gasket,leaking,removed; replaced
102086,number 2 rocker cover gasket seeping . installed new rocker cover gasket .,rocker cover gasket,seeping,installed
102087,"rocker cover gasket , on cylinder number 3 , leaking . removed and replaced rocker cover gasket .",rocker cover gasket; cylinder,leaking,removed; replaced
102088,cylinder number 2 intake gasket leaking . removed and replaced intake gasket .,cylinder; intake gasket,leaking,removed; replaced
102089,throttle linkage at servo is sloppy . replaced throttle linkage arm .,throttle linkage; servo; throttle linkage arm,sloppy,replaced
102090,cylinder number 1 and 3 side baffle bolt is loose . tightened loose bolt and resafetied .,cylinder; baffle bolt; bolt,loose,tightened; resafetied
102091,engine aft right-hand ground strap needs to be secured . secured engine ground strap .,engine; ground strap; engine ground strap,,secured
102092,"cylinder number 1 and 3 bottom baffle is cracked . stop drilled crack , fabricated patch of like material and",cylinder; baffle; patch; like material,cracked; crack,stop drilled; fabricated
102093,right-hand engine number 2 and 4 side baffle seals are torn . installed fresh baffle seal .,engine; baffle seals; baffle seal,torn,installed
102094,"right-hand engine number 2 and 4 intake gaskets are leaking . removed and replaced intake gaskets , right-hand engine .",engine; intake gaskets,leaking,removed; replaced
102095,"number 2 and 4 intake gaskets are leaking , left-hand engine . removed and replaced intake gaskets , left-hand engine .",intake gaskets; engine,leaking,removed; replaced
102096,"number 2 , 3 and 4 rocker gaskets are leaking , left-hand engine . removed and replaced rocker gaskets , left-hand engine .",rocker gaskets; engine,leaking,removed; replaced
102097,"right-hand engine number 2 and 3 rocker gaskets are leaking . removed and replaced rocker cover gaskets , right-hand engine .",engine; rocker gaskets; rocker cover gaskets,leaking,removed; replaced
102098,screw behind oil filler tube loose . leak check ok .,screw; oil filler tube,loose,leak check
102099,"screw behind oil filler tube loose . removed oil filler tube , top oil cooler line , secured s",screw; oil filler tube; oil cooler line,loose,removed; secured
102100,spark plug cap loose on number 3 bottom spark plug . tightened cap on number 3 bottom spark plug .,spark plug cap; spark plug; cap,loose,tightened
102101,left-hand engine number 3 and 4 intakes are leaking . removed and replaced gaskets .,engine; intakes; gaskets,leaking,removed; replaced
102102,left-hand engine number 3 and 4 rocker covers are leaking . removed and replaced gaskets .,engine; rocker covers; gaskets,leaking,removed; replaced
102103,"right-hand engine cylinder number 2 , 3 , 4 intake gaskets leaking . removed and replaced right-hand engine intake gaskets .",engine; cylinder; intake gaskets,leaking,removed; replaced
102104,tool on top of engine between cylinders . removed tool,tool; engine; cylinders,,removed
102105,number 3 cylinder baffle is missing screw on bracket . installed new screw .,cylinder; baffle; screw; bracket,missing,installed
