pair_id,query_id,query_problem,candidate_problem_x,problem_relevance_0_1_2,phase_a_notes,candidate_id,rank,selected_mode,query_true_historical_action_family,candidate_historical_action,candidate_historical_action_family,candidate_problem_y,candidate_cluster_id,candidate_leakage_group_id,retrieval_score,action_applicability_0_1_2,phase_b_notes
MR-9ae525c2e9513705,100636,R/H ENGINE #3 INDUCTION TUBE GASKET LEAKING.,R/H ENGINE CYL #3 INTAKE GASKET LEAKING.,2,"Same core problem with compatible recorded component, defect, and context.",105908,3,structure,Replace,INSTALLED NEW GASKET.,Replace,R/H ENGINE CYL #3 INTAKE GASKET LEAKING.,EC-3db270d60609eb26,LG-4285908bb8f7434c,0.8,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-b656bff4ac5dd9ac,103758,"L/H ENG, L/H FWD BAFFLE SEAL IS LOOSE.",R/H ENG #2 CYL BAFFLE SEAL LOOSE.,1,"Same baffle seal defect, but engine side conflicts (left versus right).",105041,2,structure,Adjust,TIGHTENED RIVETS ON SEAL.,Adjust,R/H ENG #2 CYL BAFFLE SEAL LOOSE.,EC-ca0a52974b6e29eb,LG-37ac3da11bdb9f3b,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-9c2295fbb5f65b0d,103074,"R/H ENGINE FOAM SEAL LOOSE ON BULKHEAD, BEHIND ENGINE INLET",#4 BAFFLE HAS LOOSE HARDWARE ON R/H ENGINE.,1,"Related maintenance area, but core problem differs: cowl/engine seal loose versus loose hardware/component.",103574,1,structure,Adjust,TIGHTENED HARDWARE.,Adjust,#4 BAFFLE HAS LOOSE HARDWARE ON R/H ENGINE.,EC-a3d64e54c0afd186,LG-a3d64e54c0afd186,0.68,0,Historical action addresses different baffle hardware rather than the queried foam/cowl seal.
MR-d72ae8e4deb92880,104515,#2 & 1 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (1,2 versus 2,3,4).",106105,1,structure,Replace,REMOVED & REPLACED W/ NEW GASKETS.,Replace,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",EC-f4c4e83928513c1e,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-94a5f1da799ec387,103796,1 BAFFLE BUTTON WORN.,R/H ENGINE #1 CYL EXHAUST ROCKER WORN ON SHAFT.,0,Different core problems: baffle plug defect versus wear.,106133,3,structure,Replace,REPLACED W/ NEW ROCKER & ROCKER SHAFT. TAPPET CLEARANCE,Replace,R/H ENGINE #1 CYL EXHAUST ROCKER WORN ON SHAFT.,EC-add2db677f24d601,LG-add2db677f24d601,0.6,0,
MR-11ba17258f7383bd,100515,#3 ROCKER COVER GASKET IS TORN.,ROCKER COVER GASKET FROM #3 CYLINDER TORN.,2,"Same core problem with compatible recorded component, defect, and context.",101394,1,structure,Replace,REMOVED & REPLACED W/ NEW GASKET.,Replace,ROCKER COVER GASKET FROM #3 CYLINDER TORN.,EC-bad14c20a04ea31b,LG-bad14c20a04ea31b,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-132a4d0f9fbae7c9,101458,#3 CYLINDER ON R/H ENGINE HAS LOW COMPRESSION.,"ENGINE RUNNING ROUGH, #2 CYL EGT LOW.",0,Different core problems: low cylinder compression versus other.,103112,3,structure,Diagnose,"RAN A/C, OPS CK GOOD. BORESCOPED CYLINDER, NO DEFECTS F",Inspect,"ENGINE RUNNING ROUGH, #2 CYL EGT LOW.",EC-0bc17fa72642b58e,LG-0bc17fa72642b58e,0.8,0,
MR-2fd8e002f177c3d8,105306,#2 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,2,"Same core problem; engine side is stated on only one side, without contradiction.",106085,3,structure,Replace,REPLACED GASKETS.,Replace,L/H ENGINE #2 & 4 INTAKES LEAKING.,EC-603b22dcdb952fe3,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-7d414807e827883d,103145,INTAKES #1 & 2 LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1,2 versus 2,4).",106085,3,structure,Replace,REPLACED GASKETS.,Replace,L/H ENGINE #2 & 4 INTAKES LEAKING.,EC-603b22dcdb952fe3,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-3c2cebfa6d6c4400,100568,ENGINE BAFFLE PLUG TABS BROKEN.,L/H SIDE BAFFLE PLUG HAS BROKEN TABS.,2,"Same core problem; engine side is stated on only one side, without contradiction.",104019,1,structure,Replace,REPLACED W/ NEW BAFFLE PLUG.,Replace,L/H SIDE BAFFLE PLUG HAS BROKEN TABS.,EC-559cb42b0414cba8,LG-559cb42b0414cba8,0.8666666666666667,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-580ad08f37f85dd2,104677,BLACK FWD COWL (ENG) SEAL WORN BY INTAKE FILTER.,ENG FWD SEAL (BLACK) WORN SPOTS AT AIR INLET.,2,"Same core problem with compatible recorded component, defect, and context.",104003,5,structure,Service,APPLIED RTV TO AREAS.,Other,ENG FWD SEAL (BLACK) WORN SPOTS AT AIR INLET.,EC-af4a475de6763aaf,LG-af4a475de6763aaf,0.7647058823529412,2,RTV repair directly treats the same worn forward black engine/cowl seal.
MR-93bac668d05752d7,100629,#2 INTAKE GASKET LEAKS.,"R/H ENGINE, CYL #3 INTAKE GASKET IS LEAKING.",1,"Same intake leak, but the specified cylinder set conflicts (2 versus 3).",100983,3,structure,Replace,REMOVED & REPLACED INTAKE GASKET W/ NEW.,Replace,"R/H ENGINE, CYL #3 INTAKE GASKET IS LEAKING.",EC-210c1450cc1c0575,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-af203eca0f3bc3cb,104219,BOTH OIL COOLERS DIRTY.,SNIFFLE VALVES DIRTY.,0,Different core problems: oil-cooler contamination versus contamination.,102430,2,structure,Service,CLEANED BOTH SNIFFLE VALVES.,Service,SNIFFLE VALVES DIRTY.,EC-a46541eb13c3062b,LG-5027701bd7fa9f57,0.6,0,
MR-7f7a5319d10f38ad,106168,"DURING RUN UP, #2 CYL WAS COLD & ENGINE SHOCK VIOLENTLY (ENG",R/H ENGINE #1 CYL EXHAUST ROCKER WORN ON SHAFT.,0,Different core problems: engine rough/cold cylinder versus wear.,106133,4,structure,Diagnose,REPLACED W/ NEW ROCKER & ROCKER SHAFT. TAPPET CLEARANCE,Replace,R/H ENGINE #1 CYL EXHAUST ROCKER WORN ON SHAFT.,EC-add2db677f24d601,LG-add2db677f24d601,0.5366666666666666,0,
MR-2368a23aa2f2e9bb,101238,#2 & 4 INTAKES ARE LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3,4).",103495,5,structure,Replace,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",EC-acfd9a8357993041,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-d89a1addc88ba34c,103758,"L/H ENG, L/H FWD BAFFLE SEAL IS LOOSE.",BAFFLE SEAL LOOSE ON R/H ENG #1 SIDE BAFFLE.,1,"Same baffle seal defect, but engine side conflicts (left versus right).",101555,5,structure,Adjust,SECURED BAFFLE SEAL BACK ON ENGINE BAFFLE.,Adjust,BAFFLE SEAL LOOSE ON R/H ENG #1 SIDE BAFFLE.,EC-f43c0610e02a2101,LG-f43c0610e02a2101,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-06e70e4e97aeaeda,105742,#4 CYL HAS LOW COMPRESSION.,CYL #3 HAD LOW COMPRESSION (50/80).,1,"Same low cylinder compression, but the specified cylinder set conflicts (4 versus 3).",102946,5,structure,Diagnose,"STAKED VALVE, COMPRESSION CK'ED GOOD (72).",Other,CYL #3 HAD LOW COMPRESSION (50/80).,EC-23cc179871166178,LG-23cc179871166178,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-47f4c6064e70f04f,105048,#2 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,2,"Same core problem; engine side is stated on only one side, without contradiction.",106085,3,structure,Replace,REPLACED GASKETS.,Replace,L/H ENGINE #2 & 4 INTAKES LEAKING.,EC-603b22dcdb952fe3,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-fe9131d77a7cb27b,104677,BLACK FWD COWL (ENG) SEAL WORN BY INTAKE FILTER.,"FWD ENG SEAL WORN ABOVE VACUUM PUMP, R/H SIDE.",1,"Same worn forward engine seal, but intake-filter versus vacuum-pump location is a material mismatch.",104321,4,structure,Service,SEALED AREA W/ RTV.,Service,"FWD ENG SEAL WORN ABOVE VACUUM PUMP, R/H SIDE.",EC-5fa183089ebf6a27,LG-5fa183089ebf6a27,0.7647058823529412,2,RTV sealing directly treats the same worn forward engine seal; location variation is transferable.
MR-166b3077daedd5c0,105029,#1 FWD BAFFLE SEAL LOOSE.,"AFT BAFFLE SEAL LOOSE, R/H SIDE.",1,"Same baffle seal defect, but the specified location conflicts (front versus aft).",101637,1,structure,Adjust,RESECURED BAFFLE SEAL.,Adjust,"AFT BAFFLE SEAL LOOSE, R/H SIDE.",EC-c641c866210f3175,LG-c641c866210f3175,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-303660abc56a73ca,100848,OIL COOLER HOSE REQUIRES REPOSITIONING.,L/H ENG OIL COOLER HOSE IS POSITIONED TOO CLOSE TO OIL FILTE,2,"Same core problem; engine side is stated on only one side, without contradiction.",104185,1,structure,Adjust,LEAK CK GOOD.,Other,L/H ENG OIL COOLER HOSE IS POSITIONED TOO CLOSE TO OIL FILTE,EC-8e6616a5b41919e4,LG-8e6616a5b41919e4,1.0,1,"Relevant diagnostic/verification evidence, but no clear corrective resolution is recorded."
MR-c5092d155552ab79,105048,#2 & 4 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3).",103544,4,structure,Replace,REPLACED #3 GASKET.,Replace,L/H ENG #2 & 3 INTAKES ARE LEAKING.,EC-410f2059a575ccfa,LG-4285908bb8f7434c,1.0,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-cde87041a2bb28d4,100772,L/H ENG #3 INDUCTION TUBE GASKET LEAKING.,"#2 & 4 INTAKE GASKETS ARE LEAKING, L/H ENG.",1,"Same intake leak, but the specified cylinder set conflicts (3 versus 2,4).",102095,5,structure,Replace,"REMOVED & REPLACED INTAKE GASKETS, L/H ENG.",Replace,"#2 & 4 INTAKE GASKETS ARE LEAKING, L/H ENG.",EC-f5a1525fecba6315,LG-f5a1525fecba6315,0.8,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-52c02d213a65f946,101238,#2 & 4 INTAKES ARE LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3,4).",106105,1,structure,Replace,REMOVED & REPLACED W/ NEW GASKETS.,Replace,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",EC-f4c4e83928513c1e,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-03f229f9e4fbe797,101930,#1 CYL HAS LOW COMPRESSION.,LOW COMPRESSION ON CYL #3 (55).,1,"Same low cylinder compression, but the specified cylinder set conflicts (1 versus 3).",106054,1,structure,Service,"REMOVED CYL, FOUND TO BE BURNT EXHAUST VALVE. INSTALLED",Replace,LOW COMPRESSION ON CYL #3 (55).,EC-cf86233bacf1baeb,LG-cf86233bacf1baeb,1.0,2,Cylinder removal and replacement for a burnt exhaust valve is direct corrective evidence for low compression.
MR-c6622e0977c1ab2d,100772,L/H ENG #3 INDUCTION TUBE GASKET LEAKING.,R/H ENG #2 & 3 ROCKER GASKETS ARE LEAKING.,0,Different core problems: intake leak versus rocker-cover gasket defect.,102097,1,structure,Replace,"REMOVED & REPLACED ROCKER COVER GASKETS, R/H ENG.",Replace,R/H ENG #2 & 3 ROCKER GASKETS ARE LEAKING.,EC-53fb909aad596f14,LG-608d782c2258dd59,0.8,0,
MR-96c0154e6a977d1d,101430,ENGINE OVER RIDE SPEED WAS 1225 RPM.,"ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE @ 1200 RP",0,Different core problems: idle override speed versus other.,100028,3,structure,Diagnose,"INSPECTED CYL 1, 2 & 4 IAW  - CK'ED OK. REMOVED",Inspect,"ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE @ 1200 RP",EC-12a261bf5b914533,LG-12a261bf5b914533,1.0,0,
MR-0ff5426534aa9422,104621,INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT,ADEL CLAMP TORN BY R/H ENGINE MOUNT.,0,Different core problems: crankshaft gouge versus other.,101547,3,structure,Replace,REMOVED & REPLACED CLAMP.,Replace,ADEL CLAMP TORN BY R/H ENGINE MOUNT.,EC-1a6bd113dca0ef16,LG-1a6bd113dca0ef16,0.4875,0,
MR-2b0a6fc1611e7689,101101,OIL LEAK EVIDENCE ON R/H SIDE OF ENGINE.,R/H ENGINE LIFTING EYE BOLT LEAKING OIL.,2,"Same core problem with compatible recorded component, defect, and context.",101886,2,structure,Diagnose,"REMOVED BOLT, CLEAN & SEALANT APPLIED. REASSEMBLED.",Service,R/H ENGINE LIFTING EYE BOLT LEAKING OIL.,EC-5742c355d593ccac,LG-5742c355d593ccac,1.0,1,Direct repair of one historical oil-leak source; the query does not establish that source.
MR-5dc2e0573ff3bf35,100112,L/H ENGINE #4 AFT BAFFLE CRACKED IN MULTIPLE PLACES.,"L/H ENGINE, ENGINE BAFFLE CRACKED AT OIL COOLER.",1,"Same cracked L/H engine baffle, but cylinder-4 aft versus oil-cooler location differs materially.",104508,3,structure,Replace,STOP DRILLED CRACK.,Other,"L/H ENGINE, ENGINE BAFFLE CRACKED AT OIL COOLER.",EC-8b145591b7aa4dcd,LG-486dfcf538c059ba,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-0833e21aca3cfb18,101598,CYL #2 & 3 INTAKES ARE LEAKING.,"CYL #1 & 3 INTAKES ARE LEAKING, L/H ENG.",1,"Same intake leak, but the specified cylinder set conflicts (2,3 versus 1,3).",100713,4,structure,Replace,REPLACED INTAKE GASKETS.,Replace,"CYL #1 & 3 INTAKES ARE LEAKING, L/H ENG.",EC-e49175a006efcae1,LG-e49175a006efcae1,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-a59874cea0ba56a9,104031,#4 AFT BAFFLE CRACKED.,#2 FWD BAFFLE CRACKED BEYOND STOP DRILL.,1,"Same baffle crack, but the specified cylinder set conflicts (4 versus 2).",101657,4,structure,Replace,"STOP DRILLED CRACK, FABRICATED PATCH OF LIKE MATERIAL &",Repair,#2 FWD BAFFLE CRACKED BEYOND STOP DRILL.,EC-1ec9daff36264cd8,LG-1ec9daff36264cd8,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-5adfee247ed06144,101980,"R/H ENG #2, 3 & 4 ROCKER BOX COVERS LEAKING.",L/H ENG #3 ROCKER COVER IS LEAKING.,1,"Same rocker-cover gasket defect, but engine side conflicts (right versus left).",102068,2,structure,Replace,REPLACED ROCKER COVER GASKET.,Replace,L/H ENG #3 ROCKER COVER IS LEAKING.,EC-4f854674f99caf68,LG-608d782c2258dd59,0.8,1,"Action is relevant to the same problem class, but the recorded target or completion is not sufficiently explicit for a strong label."
MR-337d96636391b21d,102624,COWL SEAL BY #2 CYL NEEDS TO BE REATTCHED TO BAFFLING.,#1 CYL BAFFLING HAS A CRACK.,1,"Related maintenance area, but core problem differs: baffle seal defect versus baffle crack.",104018,5,structure,Replace,STOP DRILLED CRACK.,Other,#1 CYL BAFFLING HAS A CRACK.,EC-19a76e12dbb5990d,LG-ba7217e25eae07fa,0.6666666666666665,0,Historical action addresses a different component/fault or provides no meaningful action for the query.
MR-48d0ee61681b3785,100264,#3 INTAKE LEAKING AT CLAMP.,"#3 INTAKE LEAKING ON L/H ENGINE, ALONG W/ #2.",1,"Same intake leak, but the specified cylinder set conflicts (3 versus 2,3).",101967,5,structure,Adjust,REMOVED & REPLACED #2 & 3 INTAKE GASKETS.,Replace,"#3 INTAKE LEAKING ON L/H ENGINE, ALONG W/ #2.",EC-0575a184c21e9bca,LG-0575a184c21e9bca,0.8,1,"Intake-gasket replacement is relevant leak evidence, but the query explicitly locates the leak at the clamp, which may require a different correction."
MR-9eacc512ed3b06ee,104702,L/H ENG #2 CYL HAS LOW COMPRESSION.,R/H ENG #4 CYL HAS LOW COMPRESSION (20/80 PSI).,1,"Same low cylinder compression, but engine side conflicts (left versus right).",101232,2,structure,Replace,REMOVED & REPLACED #4 CYLINDER IAW DIRECT DRIVE OVERHAU,Replace,R/H ENG #4 CYL HAS LOW COMPRESSION (20/80 PSI).,EC-2317a87a175cc056,LG-2317a87a175cc056,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-1c90c94bf0938ae6,105590,EVIDENCE OF CARB FIRE ON L/H CARB AIRBOX.,"OIL PRESENT ON ENGINE, R/H SIDE. OIL SPRAYED BELOW & AFT.",0,Different core problems: carb-airbox fire versus engine oil leak.,103078,4,structure,Inspect,FOUND #4 ROCKER COVER GASKET LEAKING. REMOVED & REPLACE,Replace,"OIL PRESENT ON ENGINE, R/H SIDE. OIL SPRAYED BELOW & AFT.",EC-b518e0e386e0f8aa,LG-b518e0e386e0f8aa,0.4285714285714285,0,
MR-d009253f83ff7223,100392,R/H #4 SIDE BAFFLE MISSING BOLTS.,"R/H ENG #3 CYL SIDE BAFFLE, BOTH BOLTS MISSING.",1,"Same baffle missing hardware, but the specified cylinder set conflicts (4 versus 3).",100969,1,structure,Replace,INSTALLED NEW BOLTS & WASHERS.,Replace,"R/H ENG #3 CYL SIDE BAFFLE, BOTH BOLTS MISSING.",EC-469b51ace54e7da7,LG-469b51ace54e7da7,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-f186eeeaf8724837,103796,1 BAFFLE BUTTON WORN.,L/H ENG SNIFFLER VALVE HOSE ADEL CLAMP RUBBER IS WORN OUT.,0,Different core problems: baffle plug defect versus wear.,101539,5,structure,Replace,REMOVED & REPLACED ADEL CLAMP.,Replace,L/H ENG SNIFFLER VALVE HOSE ADEL CLAMP RUBBER IS WORN OUT.,EC-4cf5469589665b0e,LG-4cf5469589665b0e,0.6,0,
MR-91ad3c2761e74da1,100006,ROCKER BOX COVER SCREWS LOOSE (ALL CYL).,CYL #1 & 3 SIDE BAFFLE BOLT IS LOOSE.,0,Different core problems: rocker-cover loose screws versus loose hardware/component.,102090,1,structure,Adjust,TIGHTENED LOOSE BOLT & RESAFETIED.,Adjust,CYL #1 & 3 SIDE BAFFLE BOLT IS LOOSE.,EC-b3dc7d1a0ccfbfef,LG-b3dc7d1a0ccfbfef,0.8,0,
MR-3d75ab1bce003b93,100991,#2 INDUCTION TUBE GASKET LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (2 versus 2,4).",106085,5,structure,Replace,REPLACED GASKETS.,Replace,L/H ENGINE #2 & 4 INTAKES LEAKING.,EC-603b22dcdb952fe3,LG-4285908bb8f7434c,0.6,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-470ad8f0245396e2,100155,#2 ROCKER BOX COVER SCREWS LOOSE.,L/H UPPER BAFFLE LOOSE ABOVE #2 CYLINDER.,0,Different core problems: rocker-cover loose screws versus loose hardware/component.,106069,3,structure,Adjust,SECURED W/ RIVET.,Adjust,L/H UPPER BAFFLE LOOSE ABOVE #2 CYLINDER.,EC-61ff32fbd08b7d20,LG-61ff32fbd08b7d20,0.6,0,
MR-e5b897ddca3a5ee8,105610,#3 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (3,4 versus 2,3,4).",103495,5,structure,Replace,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",EC-acfd9a8357993041,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-4c5920af135286b6,101116,"L/H ENG, #4 INDUCTION TUBE GASKET LEAKING.",L/H ENG #3 INTAKE IS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (4 versus 3).",102066,4,structure,Replace,REPLACED INTAKE GASKET.,Replace,L/H ENG #3 INTAKE IS LEAKING.,EC-bfd9242b8bd9a1f8,LG-4285908bb8f7434c,0.8,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-189f92435e66943d,101698,#4 INTAKE TUBE LOOSE.,CYL #1 INTAKE TUBE IS LOOSE.,1,"Same intake tube loose/damaged, but the specified cylinder set conflicts (4 versus 1).",101583,1,structure,Replace,"REPLACED INTAKE GASKETS FOR CYL #1, INTAKE IS SECURE.",Replace,CYL #1 INTAKE TUBE IS LOOSE.,EC-ef6c0578e53f224f,LG-ef6c0578e53f224f,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-2f6af32e9573f04b,105178,#1 ROCKER COVER GASKET LEAKS.,#2 ROCKER COVER GASKET LEAKING.,1,"Same rocker-cover gasket defect, but the specified cylinder set conflicts (1 versus 2).",105474,1,structure,Replace,REMOVED & REPLACED GASKET.,Replace,#2 ROCKER COVER GASKET LEAKING.,EC-8828e17d0b33db57,LG-608d782c2258dd59,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-57d7cce45ba762e9,105116,"R/H BAFFLE SEAL, BY #2 CYL, TORN.",R/H ENGINE #1 CYL SIDE BAFFLE SEAL IS TORN.,1,"Same baffle seal defect, but the specified cylinder set conflicts (2 versus 1).",100337,1,structure,Replace,REMOVED & REPLACED SEAL.,Replace,R/H ENGINE #1 CYL SIDE BAFFLE SEAL IS TORN.,EC-f9c8b52d86053197,LG-f9c8b52d86053197,1.0,2,Replacing the torn baffle seal directly addresses the same condition; cylinder position is transferable.
MR-fedffbc0cc09de69,103373,"R/H FWD BAFFLE, #1 CYL SIDE, HAS A CRACK.",SMALL CRACK NOTED BY BOLT ON #1 CYL BAFFLE OF R/H ENGINE.,2,"Same core problem; position is stated on only one side, without contradiction.",104043,3,structure,Repair,STOP DRILLED CRACK.,Other,SMALL CRACK NOTED BY BOLT ON #1 CYL BAFFLE OF R/H ENGINE.,EC-8bda878188da6176,LG-8bda878188da6176,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-fea1675d88189585,102604,#4 INTAKE LEAKS.,#3 & 4 INTAKE LEAKING ON R/H ENGINE.,1,"Same intake leak, but the specified cylinder set conflicts (4 versus 3,4).",103542,3,structure,Replace,REMOVED & REPLACED INTAKE GASKETS.,Replace,#3 & 4 INTAKE LEAKING ON R/H ENGINE.,EC-357cf40c09ae6313,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
