IDENT,raw,normalized,n_tokens,n_expansions
100971,#1 ROCKER COVER LEAKING. REMOVED & REPLACED #1 ROCKER COVER GASKET.,number 1 rocker cover leaking. removed and replaced number 1 rocker cover gasket.,13,3
100972,#4 INTAKE IS LEAKING. REMOVED & REPLACED GASKET.,number 4 intake is leaking. removed and replaced gasket.,10,2
100973,#2 ROCKER COVER LEAKING. REMOVED & REPLACED GASKET.,number 2 rocker cover leaking. removed and replaced gasket.,10,2
100974,L/H O/B LOWER BAFFLE TIE ROD BROKEN. REMOVED & REPLACED TIE ROD.,left-hand outboard lower baffle tie rod broken. removed and replaced tie rod.,14,3
100975,L/H FWD FRONT BAFFLE MISSING RUBBER PLUG. REPLACED MISSING PLUG.,left-hand forward front baffle missing rubber plug. replaced missing plug.,12,2
100976,"MIXTURE CONTROL NOT HITTING FULL RICH. ADJUSTED MIXTURE, OPS CHECK GOOD.","mixture control not hitting full rich. adjusted mixture, operations check good.",14,1
100977,#1 INTAKE TUBE GASKET LEAKING. REPLACED #1 INTAKE GASKET.,number 1 intake tube gasket leaking. replaced number 1 intake gasket.,11,2
100978,"1, 2 & 3 INTAKES LEAKING ON L/H ENG. REMOVED & REPLACED INTAKE GASKETS.","1, 2 and 3 intakes leaking on left-hand engine. removed and replaced intake gaskets.",17,4
100979,"R/H ENG BAFFLE TIE ROD IS LOOSE, L/H SIDE. TIGHTENED BAFFLE SUPPORT ROD.","right-hand engine baffle tie rod is loose, left-hand side. tightened baffle support rod.",16,3
100980,"R/H ENG, CYL #2, 3, 4 INTAKES ARE LEAKING. REMOVED & REPLACED INTAKE GASKETS.","right-hand engine, cylinder number 2, 3, 4 intakes are leaking. removed and replaced intake gaskets.",19,5
100981,"R/H ENG CYL #2, 3, 4 ROCKER COVERS ARE LEAKING. REPLACED ROCKER COVER GASKETS.","right-hand engine cylinder number 2, 3, 4 rocker covers are leaking. replaced rocker cover gaskets.",18,4
100982,L/H ENG CYL #3 ROCKER COVER IS LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,left-hand engine cylinder number 3 rocker cover is leaking. removed and replaced rocker cover gasket.,16,5
100983,"R/H ENGINE, CYL #3 INTAKE GASKET IS LEAKING. REMOVED & REPLACED INTAKE GASKET W/ NEW.","right-hand engine, cylinder number 3 intake gasket is leaking. removed and replaced intake gasket with new.",18,5
100984,"L/H ENGINE, CYL #2, 3 & 4 INTAKE GASKETS ARE LEAKING. REMOVED & REPLACED INTAKE GASKETS.","left-hand engine, cylinder number 2, 3 and 4 intake gaskets are leaking. removed and replaced intake gaskets.",20,5
100985,"L/H ENGINE, CYL #2 & 3 ROCKER COVER GASKETS ARE LEAKING. REMOVED & REPLACED GASKETS W/ NEW.","left-hand engine, cylinder number 2 and 3 rocker cover gaskets are leaking. removed and replaced gaskets with new.",20,6
100986,R/H ENGINE CYL #2 & 3 ROCKER COVER GASKETS ARE LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS W/ NEW.,right-hand engine cylinder number 2 and 3 rocker cover gaskets are leaking. removed and replaced rocker cover gaskets with new.,21,6
100987,CYL #4 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED CYL #4 ROCKER COVER GASKET.,cylinder number 4 rocker cover gasket leaking. removed and replaced cylinder number 4 rocker cover gasket.,16,5
100988,ROCKER COVER GASKET CYL #3 LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,rocker cover gasket cylinder number 3 leaking. removed and replaced rocker cover gasket.,14,3
100989,STARTER INOP. REMOVED & REPLACED STARTER,starter inoperable. removed and replaced starter,7,2
100990,#2 & 4 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED GASKETS W/ NEW.,number 2 and 4 rocker cover gaskets leaking. removed and replaced gaskets with new.,15,4
100991,#2 INDUCTION TUBE GASKET LEAKING. INSTALLED NEW #2 INDUCTION TUBE GASKET.,number 2 induction tube gasket leaking. installed new number 2 induction tube gasket.,13,2
100992,"LOWEST PART OF ENGINE, RUBBING DIAGONAL. INSP, NO DEFECTS FOUND. ENGINE IS NOT RUBBING ON DIAGON","lowest part of engine, rubbing diagonal. insp, no defects found. engine is not rubbing on diagon",20,0
100993,#4 ROCKER GASKET IS LEAKING. REPLACED GASKET.,number 4 rocker gasket is leaking. replaced gasket.,9,1
100994,#3 INNER EXHAUST PUSH ROD SEAL IS LEAKING. REPLACED SEALS & LOCK WASHER.,number 3 inner exhaust push rod seal is leaking. replaced seals and lock washer.,15,2
100995,"A/C WILL NOT MAKE POWER. RAN A/C, FOUND A/C RAN NORMALLY. STATIC 2340 AT 12.1 GP","aircraft will not make power. ran aircraft, found aircraft ran normally. static 2340 at 12.1 ground pressure",19,4
100996,#1 INTAKE IS LEAKING. REMOVED & REPLACED GASKET.,number 1 intake is leaking. removed and replaced gasket.,10,2
100997,#4 INTAKE GASKET LEAKING. REPLACED GASKET.,number 4 intake gasket leaking. replaced gasket.,8,1
100998,"A/C DIED DURING IDLE CK. RAN A/C, ATTEMPTED TO ADJUST IDLE MIXTURE TO CORRECT 30","aircraft died during idle check. ran aircraft, attempted to adjust idle mixture to correct 30",17,3
100999,#3 INTAKE LEAKING. REMOVED & REPLACED #3 INTAKE GASKET.,number 3 intake leaking. removed and replaced number 3 intake gasket.,11,3
101000,"L/H ENGINE, #2 INTAKE IS LEAKING. REMOVED & REPLACED INTAKE GASKETS.","left-hand engine, number 2 intake is leaking. removed and replaced intake gaskets.",14,3
101001,#2 & 3 ROCKER COVERS ON L/H ENGINE ARE LEAKING. REMOVED & REPLACED GASKETS.,number 2 and 3 rocker covers on left-hand engine are leaking. removed and replaced gaskets.,16,4
101002,"L/H ENGINE, LEFT AFT BAFFLE BRACKET IS CRACKED. REMOVED & REPLACED BRACKET.","left-hand engine, left aft baffle bracket is cracked. removed and replaced bracket.",15,2
101003,"R/H ENGINE, #2 & 4 ROCKER COVERS ARE LEAKING. INSTALLED NEW ROCKER BOX COVER GASKETS.","right-hand engine, number 2 and 4 rocker covers are leaking. installed new rocker box cover gaskets.",18,3
101004,ROCKER GASKETS ARE LEAKING (ALL 4). REMOVED & REPLACED ALL 4 ROCKER COVER GASKETS.,rocker gaskets are leaking all 4. removed and replaced all 4 rocker cover gaskets.,18,1
101005,"L/H ENGINE, CYL #3 INTAKE GASKET LEAKING. REMOVED & REPLACED L/H ENGINE #3 INTAKE GASKET.","left-hand engine, cylinder number 3 intake gasket leaking. removed and replaced left-hand engine number 3 intake gasket.",18,6
101006,#3 INTAKE GASKET ON R/H ENGINE LEAKING. REMOVED & REPLACED #3 INTAKE GASKET ON R/H ENGINE.,number 3 intake gasket on right-hand engine leaking. removed and replaced number 3 intake gasket on right-hand engine.,18,5
101007,"ENGINE SHUTDOWN WHEN THROTTLE WAS PULLED TO IDLE. ADJUSTED IDLE SETTING TO 690 RPM, MIXTURE IDLE CHECK GO","engine shutdown when throttle was pulled to idle. adjusted idle setting to 690 rpm, mixture idle check go",20,0
101008,#2 INTAKE IS LEAKING. REMOVED & REPLACED GASKET.,number 2 intake is leaking. removed and replaced gasket.,10,2
101009,R/H ENGINE BAFFLE PLUG BROKEN. INSTALLED NEW BAFFLE PLUG.,right-hand engine baffle plug broken. installed new baffle plug.,11,1
101010,CYL #2 INTAKE IS LEAKING. REPALCED INTAKE GASKET.,cylinder number 2 intake is leaking. replaced intake gasket.,10,3
101011,R/H REAR BAFFLE MOUNT SCREW IS MISSING. INSTALLED NEW SCREW.,right-hand rear baffle mount screw is missing. installed new screw.,12,1
101012,FWD BAFFLE IS CRACKED UNDER HEAT SHROUD AIR INTAKE. STOP DRILLED CRACK.,forward baffle is cracked under heat shroud air intake. stop drilled crack.,14,1
101013,#4 ROCKER COVER IS LEAKING. REMOVED & REPLACED ROCKER GASKET.,number 4 rocker cover is leaking. removed and replaced rocker gasket.,12,2
101014,CYL #4 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,cylinder number 4 rocker cover gasket leaking. removed and replaced rocker cover gasket.,14,3
101015,BAFFLE PLUG IS MISSING. INSTALLED NEW PLUG.,baffle plug is missing. installed new plug.,9,0
101016,"WHILE ADJUSTING MIXTURE, A/C WOULD START TO QUIT @ 1450. PERFORMED ENGINE RUN. COULD NOT DUPLICATE. NO DEFECTS N","while adjusting mixture, aircraft would start to quit at 1450. performed engine run. could not duplicate. no defects n",23,2
101017,#1 & 3 SIDE BAFFLE CRACKED. REPLACED BAFFLE.,number 1 and 3 side baffle cracked. replaced baffle.,10,2
101018,BAFFLE SCREW MISSING AT FRONT OF #2 CYL. REPLACED SCREW & BARREL NUT.,baffle screw missing at front of number 2 cylinder. replaced screw and barrel nut.,15,3
101019,#2 INTAKE GASKET LEAKS. REPLACED GASKET.,number 2 intake gasket leaks. replaced gasket.,8,1
101020,CYL #2 INTAKE IS LEAKING. REMOVED & REPLACED GASKET.,cylinder number 2 intake is leaking. removed and replaced gasket.,11,3
101021,#2 & 4 INTAKE GASKETS ARE LEAKING. REMOVED & REPLACED INTAKE GASKETS W/ NEW.,number 2 and 4 intake gaskets are leaking. removed and replaced intake gaskets with new.,16,4
101022,#4 INTAKE IS LEAKING. REMOVED & REPLACED GASKET.,number 4 intake is leaking. removed and replaced gasket.,10,2
101023,L/H ENG #1 ROCKER COVER HAS DAMAGE. REMOVED COVER,left-hand engine number 1 rocker cover has damage. removed cover,10,3
101024,"#1 L/H ENG, ROCKER COVER HAS DAMAGE. OPS & LEAK CK GOOD.","number 1 left-hand engine, rocker cover has damage. operations and leak check good.",15,6
101025,"L/H ENG #1 ROCKER COVER HAS DAMAGE. REMOVED COVER FROM CORE ENGINE, INSP & FOUND TO BE SERV","left-hand engine number 1 rocker cover has damage. removed cover from core engine, insp and found to be serv",20,4
101026,"#1 L/H ENG, ROCKER COVER HAS DAMAGE. FOUND PART OF VALVE TUBE KEEPER BROKEN OFF & PART MISSI","number 1 left-hand engine, rocker cover has damage. found part of valve tube keeper broken off and part missi",20,4
101027,"#1 L/H ENG, ROCKER COVER HAS DAMAGE. RETRIEVED MISSING PIECE OF TUBE KEEPER, INSPECTED ROCKE","number 1 left-hand engine, rocker cover has damage. retrieved missing piece of tube keeper, inspected rocke",18,3
101028,ENGINE BAFFLE PLUGS WORN. REMOVED & REPLACED BAFFLE PLUGS.,engine baffle plugs worn. removed and replaced baffle plugs.,11,1
101029,#4 INTAKE GASKET IS LEAKING. REMOVED & REPLACED #4 INTAKE GASKET.,number 4 intake gasket is leaking. removed and replaced number 4 intake gasket.,13,3
101030,L/H BAFFLE SPRING IS BROKEN. REMOVED & REPLACED BAFFLE SPRING W/ NEW.,left-hand baffle spring is broken. removed and replaced baffle spring with new.,14,3
101031,"A/C REQUIRES RUN UP. RAN UP A/C, SET MIXTURE, OPS CHECK GOOD ON MAG DROP.","aircraft requires run up. ran up aircraft, set mixture, operations check good on magneto drop.",19,4
101032,R/H ENG #3 INTAKE TUBE GASKET LEAKING. INSTALLED NEW INTAKE TUBE GASKET.,right-hand engine number 3 intake tube gasket leaking. installed new intake tube gasket.,14,3
101033,"ROCKER COVER 2, 3 & 4 LEAKING ON L/H ENGINE. REMOVED & REPLACED ROCKER COVER GASKETS 2, 3 & 4 ON L/H","rocker cover 2, 3 and 4 leaking on left-hand engine. removed and replaced rocker cover gaskets 2, 3 and 4 on left-hand",25,5
101034,CYL #1 BAFFLE IS CRACKED. STOP DRILLED CRACK.,cylinder number 1 baffle is cracked. stop drilled crack.,10,2
101035,BAFFLE SEAL LOOSE OVER CYL #3. RESECURED BAFFLE SEAL.,baffle seal loose over cylinder number 3. resecured baffle seal.,11,2
101036,FWD BAFFLE IS CRACKED BY MUFFLER SHROUD OPENING. FABRICATED PATCH OUT OF LIKE MATERIAL & INSTALLED. RIVE,forward baffle is cracked by muffler shroud opening. fabricated patch out of like material and installed. rive,19,2
101037,LEFT ENG BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAG DROP. PULLED TOP & BOTTOM PLUGS NOTING NO SIGNIFICANT OIL OR,left engine backfired when brought to 1800 rpm. right magneto drop. pulled top and bottom plugs noting no significant oil or,23,3
101038,LEFT ENG BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAG DROP. SERVICED LEFT ENG W/ 8 QTS MINERAL OIL. PERFORMED GROUN,left engine backfired when brought to 1800 rpm. right magneto drop. serviced left engine with 8 quarts mineral oil. performed groun,24,5
101039,LEFT ENG BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAG DROP. INSPECTED ROCKER BOX NOTING NO DISCREPANCIES. CLEANED &,left engine backfired when brought to 1800 rpm. right magneto drop. inspected rocker box noting no discrepancies. cleaned and,22,3
101040,LEFT ENG BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAG DROP. RAN LEFT ENGINE NOTING NO #4 EGT & SIGNIFICANT VIBRATIO,left engine backfired when brought to 1800 rpm. right magneto drop. ran left engine noting no number 4 egt and significant vibratio,23,4
101041,"LEFT ENG BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAG DROP. REMOVED #4 CYL ASSY, INSTALLED SERVICEABLE CYL ASSY. DR","left engine backfired when brought to 1800 rpm. right magneto drop. removed number 4 cylinder assembly, installed serviceable cylinder assembly. dr",24,7
101042,MIXTURE CONTROL NOT HITTING FULL RICH. ADJUSTED MIXTURE CABLE RIGGING. CHECKS GOOD.,mixture control not hitting full rich. adjusted mixture cable rigging. checks good.,15,0
101043,#2 INTAKE IS LEAKING. REMOVED & REPLACED INTAKE GASKET.,number 2 intake is leaking. removed and replaced intake gasket.,11,2
101044,CYL #2 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,cylinder number 2 rocker cover gasket leaking. removed and replaced rocker cover gasket.,14,3
101045,#2 ROCKER COVER GASKET LEAKING. REPLACED #2 ROCKER COVER GASKET.,number 2 rocker cover gasket leaking. replaced number 2 rocker cover gasket.,12,2
101046,"R/H ENGINE VIBRATION W/ INCREASING POWER, NO EGT IND ON #3 C. REMOVED R/H #3 CYL, INSTALLED REPAIRED CYL ASSY. DRY TA","right-hand engine vibration with increasing power, no egt indictaed on number 3 c. removed right-hand number 3 cylinder, installed repaired cylinder assembly. dry ta",26,9
101047,#2 INTAKE LEAKING. REMOVED & REPLACED #2 INTAKE GASKET.,number 2 intake leaking. removed and replaced number 2 intake gasket.,11,3
101048,R/H REAR ENGINE BAFFLE SCREW MISSING. INSTALLED NEW BAFFLE SCREW.,right-hand rear engine baffle screw missing. installed new baffle screw.,12,1
101049,#2 INTAKE IS LEAKING. REMOVED & REPLACED GASKET.,number 2 intake is leaking. removed and replaced gasket.,10,2
101050,#2 INTAKE I/B BOLT HOLE HAS DAMAGED THREADS. REPAIRED THREADS W/ TAP.,number 2 intake inboard bolt hole has damaged threads. repaired threads with tap.,14,3
101051,#2 & 4 ROCKER GASKETS ARE LEAKING. INSTALLED NEW ROCKER BOX COVER GASKETS.,number 2 and 4 rocker gaskets are leaking. installed new rocker box cover gaskets.,15,2
101052,#4 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED GASKET.,number 4 rocker cover gasket leaking. removed and replaced gasket.,11,2
101053,R/H ENG OIL COOLER BAFFLE CRACKED. LEAK CK GOOD.,right-hand engine oil cooler baffle cracked. leak check good.,11,3
101054,L/H ENG #2 ROCKER COVER IS LEAKING. REMOVED & REPLACED ROCKER GASKET.,left-hand engine number 2 rocker cover is leaking. removed and replaced rocker gasket.,14,4
101055,L/H & R/H OIL DIPSTICK TUBES ARE LOOSE. SECURED & SAFETIED DIPSTICK TUBES.,left-hand and right-hand oil dipstick tubes are loose. secured and safetied dipstick tubes.,15,4
101056,L/H ENG #4 BAFFLE HAS A CRACKED REINFORCING BRACE. REMOVED & REPLACED BRACE.,left-hand engine number 4 baffle has a cracked reinforcing brace. removed and replaced brace.,15,4
101057,R/H ENG #1 FWD BAFFLE IS MISSING A BOLT. INSTALLED BOLT & SELF LOCKING STAR WASHER.,right-hand engine number 1 forward baffle is missing a bolt. installed bolt and self locking star washer.,18,5
101058,R/H ENG OIL COOLER BAFFLE CRACKED. REMOVED CABLES & LINES TO REMOVE BAFFLE ASSY. INSTALLED,right-hand engine oil cooler baffle cracked. removed cables and lines to remove baffle assembly. installed,17,4
101059,"FWD BAFFLE UNDER HEAT SHROUD INTAKE IS CRACKED. STOP DRILLED CRACK, FABRICATED PATCH OUT OF LIKE MATERI","forward baffle under heat shroud intake is cracked. stop drilled crack, fabricated patch out of like materi",19,1
101060,ENGINE BAFFLE PLUGS TANGS BROKEN. INSTALLED NEW ENGINE BAFFLE PLUGS.,engine baffle plugs tangs broken. installed new engine baffle plugs.,12,0
101061,#4 CYL INTAKE GASKET IS LEAKING. REMOVED & REPLACED GASKET.,number 4 cylinder intake gasket is leaking. removed and replaced gasket.,12,3
101062,OIL SUMP SCREEN DAMAGED. REMOVED & REPLACED OIL SUMP SCREEN.,oil sump screen damaged. removed and replaced oil sump screen.,12,1
101063,"FWD BAFFLE, DIRECTLY BELOW ALTERNATOR MOUNT IS CRACKED. STOP DRILLED CRACK.","forward baffle, directly below alternator mount is cracked. stop drilled crack.",14,1
101064,"R/H BAFFLE IS CRACKED. STOP DRILLED CRACK, FABRICATED PATCH & INSTALLED.","right-hand baffle is cracked. stop drilled crack, fabricated patch and installed.",14,2
101065,R/H ENG #2 CYL ROCKER COVER GASKET IS LEAKING. REPLACED GASKET.,right-hand engine number 2 cylinder rocker cover gasket is leaking. replaced gasket.,13,4
101066,#3 INTAKE LEAKING ON R/H ENGINE. REMOVED & REPLACED #3 INTAKE GASKET ON R/H ENGINE.,number 3 intake leaking on right-hand engine. removed and replaced number 3 intake gasket on right-hand engine.,17,5
101067,R/H REAR ENGINE BAFFLE RIVET BROKEN. INSTALLED NEW RIVETS IAW,right-hand rear engine baffle rivet broken. installed new rivets in accordance with,11,2
101068,#4 CYL AFT BAFFLE HAS 2 RIVETS SHEARED. REMOVED RIVETS & INSTALLED SCREWS & NUTS. TIGHTENED.,number 4 cylinder aft baffle has 2 rivets sheared. removed rivets and installed screws and nuts. tightened.,19,4
101069,OIL FILLER TUBE LOOSE. TIGHTENED OIL FILLER TUBE & RESAFETIED.,oil filler tube loose. tightened oil filler tube and resafetied.,12,1
101070,CORNER PATCH ON L/H REAR ENGINE BAFFLE CRACKED. FABRICATED & INSTALLED NEW PATCH.,corner patch on left-hand rear engine baffle cracked. fabricated and installed new patch.,15,2
101071,ALT BELT LOOSE. TIGHTENED & SAFETIED ALTERNATOR BRACKET BOLTS. TENSION,alternator belt loose. tightened and safetied alternator bracket bolts. tension,12,2
101072,#4 INTAKE IS LEAKING. REMOVED & REPLACED GASKETS.,number 4 intake is leaking. removed and replaced gaskets.,10,2
101073,SPARK PLUG BAFFLE HOLE PLUGS ARE WORN. REMOVED & REPLACED PLUGS.,spark plug baffle hole plugs are worn. removed and replaced plugs.,13,1
101074,BAFFLE SPARK PLUG HOLE COVERS ARE WORN. REMOVED & REPLACED COVERS.,baffle spark plug hole covers are worn. removed and replaced covers.,13,1
101075,CYL #1 & 3 INTAKES ARE LEAKING. REMOVED & REPLACED CYL #1 & 3 INTAKE GASKETS.,cylinder number 1 and 3 intakes are leaking. removed and replaced cylinder number 1 and 3 intake gaskets.,18,7
101076,CYL #2 ROCKER COVER GASKET IS LEAKING. REMOVED & REPLACED CYL #2 ROCKER COVER GASKET.,cylinder number 2 rocker cover gasket is leaking. removed and replaced cylinder number 2 rocker cover gasket.,17,5
101077,RIGHT ENG #4 INTAKE IS LEAKING. REMOVED & REPLACED INTAKE GASKET.,right engine number 4 intake is leaking. removed and replaced intake gasket.,13,3
101078,"PROP RPM REACHED 2720, NOTICED & REDUCED IT. C/W , NO DEFECTS NOTED. NO FURTHER ACTION REQUIR","propeller rpm reached 2720, noticed and reduced it. complied with, no defects noted. no further action requir",20,3
101079,"ON DESCENT, EXCEEDED MAX RPM, WENT UP TO 2800. C/W , NO DEFECTS NOTED. NO FURTHER ACTION REQUIR","on descent, exceeded max rpm, went up to 2800. complied with, no defects noted. no further action requir",22,1
101080,L/H SIDE BAFFLE CRACKED IN 2 PLACES. REMOVED & REPLACED BAFFLE.,left-hand side baffle cracked in 2 places. removed and replaced baffle.,13,2
