evaluation_cluster_id,split,case_count,unique_problem_texts,sample_problem_1,sample_problem_2,sample_problem_3,sample_case_ids
EVC-0f8e0ccb0fc67420,train,1,1,"CRACKED R/H SIDE ENGINE BAFFLE, NEXT TO CYL #1.",,,104022
EVC-0fa813935aed45eb,train,1,1,L/H SIDE OF L/H ENGINE BAFFLING CONNECTING ROD BROKEN.,,,102558
EVC-0fc469a5c0ab7718,test,1,1,LOOSE ENGINE GROUND.,,,101291
EVC-0fd63a396600e71e,dev,1,1,"ROCKER COVER GASKETS 1, 2, 3 & 4 CYLS ARE LEAKING.",,,102877
EVC-10086bbf79343d60,train,1,1,#2 & 4 SIDE BAFFLE SEALS TORN ON R/H ENGINE.,,,102109
EVC-10393123f3c1cc99,test,1,1,BAFFLING ON LOWER #4 CYLINDER HAS A CRACK.,,,104181
EVC-103b25dffd888653,train,1,1,ON START; HEARD A CLICK AS MAGS TRIED TO TURN OVER.,,,104661
EVC-10629d8b189ea422,train,1,1,ZIP TIES USED ON L/H & R/H ENGINE MOUNT IN PLACE OF LACING C,,,104057
EVC-10b4d46494e28e51,train,1,1,R/H AFT BAFFLE BRACKET RIVETS LOOSE.,,,102369
EVC-10e4b89474ebc868,dev,1,1,R/H ENGINE ROUGH DURING TAXI.,,,103587
EVC-11202c54920d55fd,train,1,1,"CYL #2, 3, 1 CHT RECEPTICLES REQUIRE REPLACEMENT.",,,104715
EVC-1136b8c269bb78fd,train,1,1,"WORN OUT THRUST BUTTON, ROCKER SHAFT CYL #3, L/H ENGINE.",,,101132
EVC-1154ee320eaa5940,train,1,1,#4 CYL BAFFLE HOLE WORN.,,,104275
EVC-115c8247a74a0fbd,test,1,1,#1 CYL LWR INTAKE CLAMPS ARE LOOSE.,,,101467
EVC-119548270f35e5ef,train,1,1,#2 ROCKER COVER GASKET NEEDS REPLACEMENT.,,,102844
EVC-11d86168cdb0ae32,train,1,1,L/H BAFFLE CRACKED BY #3 CYL.,,,105131
EVC-11ec2d7d5e5b1793,test,1,1,BAFFLE SPARK PLUG ACCESS PLUG WORN.,,,101697
EVC-1254a3bfe67cf84c,train,1,1,"FAILED MAG CK ON RUN UP. TRIED FOULED PLUG PROCEDURE, RPM WA",,,104121
EVC-1256fbe350896bb0,dev,1,1,CRANKSHAFT SEAL IS LEAKING ON R/H ENGINE.,,,104162
EVC-1257714603ad47e4,train,1,1,#1 EGT RED X.,,,103323
EVC-127dd7732fceda04,train,1,1,#2 & 3 ROCKER COVERS INSTALLED W/ BAFFLE TUBE UNDER COVERS.,,,102653
EVC-1291021b9a093d02,train,1,1,A/C ENGINE WOULD SHUT DOWN WHEN LEANING MIXTURE ON THE GROUN,,,105478
EVC-12e0cf5996243814,test,1,1,L/H ENG #3 AFT BAFFLE HAS CRACK.,,,104638
EVC-13137695ade5b89d,dev,1,1,R/H ENG #4 AFT BAFFLE SEAL LOOSE.,,,105296
EVC-1319ba68d40f889f,test,1,1,#2 CYLINDER INTAKE O-RING UNSEATED.,,,104683
EVC-13ca723b01a0c7ee,train,1,1,#2 INTAKE TUBE LEAKS AT CYLINDER.,,,101290
EVC-1412ede422741e2c,test,1,1,L/H ENGINE CYL #3 ROCKER GASKET IS LEAKING.,,,101229
EVC-14223e442610bcb7,train,1,1,"WHILE TAXIING, ENGINE QUIT.",,,100160
EVC-1439d8f398658421,test,1,1,L/H BAFFLE SEAL ON CYL #2 HAS STAPLE PULLED THROUGH.,,,103858
EVC-143e11b2f6edafa5,test,1,1,#3 BRAKE MISSING SCREW.,,,100045
EVC-144705f61fad159a,test,1,1,#2 & 4 CYL ROCKER COVER SCREWS ARE LOOSE.,,,101923
EVC-145de6c674c2b775,train,1,1,"ENGINE OVERSPEED, 2750 - 2760 RPM FOR 3-4 SECONDS.",,,103044
EVC-1498855063660076,train,1,1,#2 CYL NEEDS NEW GASKET ON ROCKER BOX.,,,105801
EVC-14a2c503fd06cd1a,train,1,1,CYL #4 BAFFLE PLUG HOLE IS ENLARGED.,,,101585
EVC-14ad36e814ef6e21,train,1,1,CRACK EXTENDING BEYOND STOP DRILL ON UPPER #2 CYL BAFFLE.,,,103660
EVC-15295b05edf08918,train,1,1,R/H ENGINE O/B TOP CENTER BAFFLE SEAL IS LOOSE.,,,100965
EVC-1547383c885574f5,train,1,1,BLACK FWD SEAL ON ENG WORN IN SPOTS & LOOSE ON L/H SIDE.,,,105079
EVC-15ce528ec8129e9e,test,1,1,#3 CYL TOP BAFFLING HAS A CRACK.,,,103920
EVC-15dc6eef2b5bb23a,train,1,1,FWD BAFFLE IS CHAFING ON EXT SHROUD.,,,101566
EVC-15eb7db08ddb8a06,train,1,1,RIVET PULLED THROUGH ON #4 CYLINDER BAFFLE SEAL.,,,104861
EVC-16342b63e3c16434,test,1,1,"MISSING SCREW ON #3 ROCKER COVER, R/H ENGINE.",,,102903
EVC-16401d8914b5c84c,train,1,1,"LWR BLACK SEAL ON ENG, WORN AT ENGINE INTAKE.",,,104380
EVC-1660f8723bfe9260,train,1,1,ENGINE WAS SPUTTERING LIKE IT WAS GOING TO CUT OUT AT 1000 R,,,105088
EVC-16be692fb76865b9,train,1,1,"BAFFLE SEAL IS TORN, FWD OF #2 CYL ON L/H & R/H ENGINES.",,,101674
EVC-16c7035a3b5337ab,train,1,1,BOTTOM OF OIL COOLER NEEDS SEALANT REPLACED BETWEEN COOLER &,,,103902
EVC-171c50142cf1ef82,dev,1,1,L/H & R/H SPARK PLUG THROUGH HOLE PLUGS NEED TO BE REPLACED.,,,100320
EVC-17e1a56b036e08cb,train,1,1,SCREW MISSING ON #1 OUTER CYLINDER BAFFLING.,,,103563
EVC-17edeb3cec10faa9,dev,1,1,SEASONAL IDLE & MIXTURE ADJUSTMENT IS NEEDED.,,,104100
EVC-183f3385850b20e6,dev,1,1,R/H ENG #4 BAFFLE SEAL TORN.,,,101530
EVC-18569dd40628ec52,train,1,1,BAFFLE PLUG OUT,,,103686
EVC-186b4618ed907bbe,test,1,1,#2 CYLINDER INNER INTAKE PUSH ROD SEAL LEAKING.,,,100367
EVC-1896805430c03c64,train,1,1,"PROP RPM REACHED 2720, NOTICED & REDUCED IT.",,,101078
EVC-18a3a955bfd5604f,train,1,1,"BOTTOM RIVET HEAD SHEARED OFF ON ENGINE BAFFLE, R/H SIDE, I/",,,102947
EVC-18d07bbe92d38820,train,1,1,R/H BOTTOM BAFFLE WIRE SPRING IS BROKEN.,,,100464
EVC-1934dfecb9d12ac4,train,1,1,#2 CYLINDER ROCKER COVER LEAKS.,,,102365
EVC-194cbaf8d1ad7f55,train,1,1,OIL COOLER BOLT BACKED OFF,,,103776
EVC-194e156c060ae34a,train,1,1,CYL #1 FWD BAFFLE SEAL IS TORN LOOSE FROM FASTENER.,,,103498
EVC-1950c90e349189ea,train,1,1,NOTICED AN ABNORMAL TICKING OR VIBRATION NOISE FROM ENGINE B,,,106048
EVC-199f4f6a51e26ed0,train,1,1,OIL COOLER CLOGGED (DIRTY BETWEEN FINS).,,,105333
EVC-1a0a59d76911c3c8,train,1,1,"R/H ENG #1 CYL INTAKE GASKET LEAKING, ALONG W/ #2 & 4.",,,102049
EVC-1aa9061be759c477,train,1,1,OIL FOUND NEAR CYL #2 & 4 INTAKE TUBES.,,,104585
EVC-1ab364b3a3628cd1,train,1,1,R/H AFT BAFFLE BRACKET HAS SHEARED RIVET.,,,105754
EVC-1ab4b33f6d045f5e,test,1,1,"#1, 3 & 4 ROCKER COVER GASKETS ARE TORN.",,,100669
EVC-1abb57cc7efe1db1,train,1,1,"BOTTOM OIL COOLER LINE CHAFING ON FUEL PUMP, R/H ENGINE.",,,102474
EVC-1b0ac903d64474ff,test,1,1,CO LEVEL HIGH WARNING CAME ON WHILE TAXIING.,,,105804
EVC-1b1a9789d707a572,train,1,1,#2 CYL STANDBY ASSY BROKEN.,,,102555
EVC-1b2a11b2618d9062,train,1,1,R/H ENG #3 CYL HAS LOW COMPRESSION (54/80).,,,101439
EVC-1bc31a91a3d1cce9,test,1,1,CYL #4 TEMP PROBE LOOSE.,,,102822
EVC-1bee8b78bccdd01e,test,1,1,#2 & 4 CHT/EGT WIRE ANCHOR BROKEN.,,,105659
EVC-1c17d460944ef82f,train,1,1,#1 & 3 BAFFLE TIE WIRE LOOSE.,,,102016
EVC-1c4e5d1fb2b7942c,train,1,1,CREW REQUESTED START ASSIST.,,,104024
EVC-1c6e48889383b05e,train,1,1,"ROUGHNESS ON R/H ENGINE. SUSPECT CARB ICE, BUT CARB HEAT DID",,,105939
EVC-1c8dea73497ddbb7,test,1,1,R/H FORWARD BAFFLE SEAL IS LOOSE.,,,101628
EVC-1c8e02e1c15209be,dev,1,1,UPPER ENG COWL NEEDS CHAFE TAPE.,,,102980
EVC-1ca845cd2880f8dd,dev,1,1,#2 CYL BAFFLE NEEDS BARREL NUT.,,,105535
EVC-1cba902931530415,dev,1,1,"WHILE TAXIING, ENGINE QUIT & COULD NOT RESTART.",,,103957
EVC-1cbf324469787a12,train,1,1,A/C & PILOT REQUIRE START ASSIST.,,,103353
EVC-1cddb3a6074c880d,test,1,1,ENGINE DIED AT IDLE DURING TAXI 3 TIMES. COULD NOT START AFT,,,105767
EVC-1d16dee6aed5399d,train,1,1,"SILICONE NEEDED ON TOP OF OIL COOLER, AGAINST COWL.",,,105361
EVC-1d19da76f4ee6a26,dev,1,1,STANDOFF ON CYL #3 BROKEN.,,,105076
EVC-1d333bca05553b14,train,1,1,"BAFFLE BOLT OR SCREW MISSING, FWD L/H SIDE IN FRONT OF #2 CY",,,103237
EVC-1d4ea63cb2817dad,test,1,1,#1 INTAKE TUBE WAS CANNED,,,100685
EVC-1d5527b450067798,train,1,1,"R/H ENG, R/H EXCITER LEAD CHAFED ON OIL PRESSURE TUBE.",,,102722
EVC-1d5e050b62653149,test,1,1,COWL SHOCK MOUNT #7 DAMAGED.,,,102148
EVC-1d6b76f1a9ca139c,train,1,1,CREW WAS UNABLE TO START L/H ENGINE.,,,103789
EVC-1d6cf9a575bd1971,train,1,1,"RIVET LOOSE AT BAFFLE, AFT CENTER.",,,106144
EVC-1da29421179eb4c2,dev,1,1,R/H FWD BAFFLING IS CRACKED.,,,105628
EVC-1dc39657713cf80d,train,1,1,"AFT BAFFLE SEAL LOOSE, R/H SIDE.",,,101637
EVC-1dcff7b3f4d91511,test,1,1,ALT OUTPUT WIRE LOOSE.,,,104296
EVC-1e46298170b90a32,dev,1,1,TOP LIFTING BRACKET CASE HALF BOLT LEAKING OIL.,,,102538
EVC-1e5e01f129ae3fee,train,1,1,"BAFFLE SEAL, ABOVE ENG INTAKE HAS WORN SPOTS.",,,106126
EVC-1ed0745fbacf84a7,test,1,1,"STARTED A/C NORMALLY, BATTERY STILL SHOWING DISCHARGE. INCRE",,,100523
EVC-1ee3050d752d2e81,train,1,1,ENGINE BAFFLE SEAL LOOSE BY #1 CYLINDER.,,,105136
EVC-1ee6cfd792d9e4a6,dev,1,1,BRACKET SUPPORT FOR ENG OIL COOLER BAFFLE CRACKED.,,,104815
EVC-1f19a84859752293,train,1,1,L/H ENGINE BAFFLE SEAL RIVETS LOOSE.,,,101857
EVC-1fffbfe28ae960fd,train,1,1,CK #1 & 3 OIL DRAIN TUBES; CHAFED BY ANTI-CHAFE.,,,105580
EVC-201942dceff53852,train,1,1,#3 VALVE COVER GASKET LEAKING ON L/H ENGINE.,,,103819
EVC-201eef9ad0d3e0c1,train,1,1,L/H BOTTOM BAFFLE WIRE HOLDER IS BROKEN.,,,100329
EVC-20f1057c95f81211,test,1,1,R/H ENG BAFFLE CRACKED ON LEFT SIDE OF OIL COOLER.,,,102539
EVC-21125e3d4adb035a,train,1,1,BAFFLE SCREW BY OIL DIPSTICK MISSING.,,,104972
EVC-211a524bb09a2d8e,train,1,1,L/H BAFFLE ROD BROKEN ON L/H ENGINE.,,,102292
EVC-212a072e5cf02270,train,1,1,PILOT REPORTED SLIGHT FLUCTUATIONS IN R/H ENGINE DURING CRUI,,,102349
EVC-212b5dbb0b96f878,dev,1,1,FWD ADEL CLAMP ON #3 CYL LOOSE & RUBBING ON PUSH ROD TUBE.,,,102994
EVC-2160e3b8e0a7a8d3,train,1,1,OIL FOUND ON ENTIRE RIGHT SIDE OF FUSELAGE.,,,100101
EVC-21a505cdba8b85d0,train,1,1,L/H & R/H BAFFLE PLUGS ARE MISSING TABS.,,,103221
EVC-21d767d7b1a1316e,dev,1,1,LWR BOLT (O/B) FOR OIL COOLER FLANGE LOOSE CRACKED.,,,105907
EVC-223dc06b09cb2ce0,dev,1,1,#1 CYLINDER BAFFLE SEAL NEEDS TO BE REPLACED ON L/H ENGINE.,,,105203
EVC-2296777fd494eddf,dev,1,1,FOD ON TOP OF STARTER,,,104501
EVC-229fec00e03d4a0a,dev,1,1,BRACKET BROKEN FOR #4 BAFFLE.,,,104990
EVC-230a9d21a8903959,dev,1,1,#2 OIL RETURN LINE CHAFING ON BAFFLING.,,,103313
EVC-23355490c2fbbb6e,dev,1,1,"ON TAXI, ENGINE RAN ROUGH FROM 800 TO 1400 RPM. LEANING MIXT",,,103079
EVC-2353f93c0c1940a4,train,1,1,BAFFLE CORNER BY CYL #4 CRACKED.,,,101337
EVC-2360df6bfa905bed,train,1,1,LEFT ENGINE WILL NOT START HOT.,,,103994
EVC-24475e763c48349a,test,1,1,R/H AFT COOLING BAFFLING RIVETS SHEARED.,,,101982
EVC-2453ea08319b5d14,train,1,1,TOP BOLT ON CRANKCASE HAS OIL LEAK.,,,103774
EVC-2470f5d291fd0e54,test,1,1,FWD INLET SCREEN ON SERVO NEEDS TO BE CLEANED.,,,104506
EVC-247b650ad94ef4b9,train,1,1,"ZERO COMPRESSION ON #1 CYLINDER. LEAKING FROM EXHAUST VALVE,",,,103181
EVC-2488e282e53ae08f,train,1,1,R/H AIR INTAKE HOSE NOT HOOKED UP.,,,105234
EVC-24b8a6a7afcfcfe7,train,1,1,ADEL CLAMP ON AFT R/H PRIMER LINE NEEDS TO BE REPLACED.,,,105622
EVC-24fe76e0e210c21f,train,1,1,R/H ENGINE #4 CYL AFT BAFFLE HAS SCREW MISSING.,,,105059
EVC-252d0a2738ce0501,train,1,1,"DURING GO AROUND FROM A SIMULATED ENG FAILURE, ENG RAN ROUGH",,,101716
EVC-2531bf6494a87bdf,dev,1,1,#2 OIL DRAIN TUBE CHAFING ON BAFFLE.,,,101656
EVC-258a98e6a2e8193f,train,1,1,PROPELLER FLANGE RUN OUT CK REQUESTED.,,,103165
EVC-266410279f21bf36,train,1,1,"#1, 3 CYL BAFFLE TENSION CABLE BROKEN.",,,104732
EVC-26ab73e7717d0cff,test,1,1,#4 CYLINDER HARNESS CLAMP BROKEN.,,,103618
EVC-26d376268976eade,train,1,1,L/H SIDE BAFFLE PLUG HAS BROKEN TABS.,,,104019
EVC-26ea238267ccf0b0,dev,1,1,"ON DOWN WIND, HAD REDUCTION IN POWER FOLLOWED BY ROUGH VIBRA",,,105802
EVC-26f1a781ed8c2b58,train,1,1,BLACK FWD SEAL WEAR SPOTS FROM INTAKE.,,,106014
EVC-271ef5b9eb34416b,train,1,1,"FRONT BAFFLE SEAL NEEDS TO BE SECURED, TOP LEFT & RIGHT SIDE",,,102845
EVC-271fdaa3f3bda37d,train,1,1,RPM HIT 2720 DURING FLIGHT.,,,106023
EVC-273a1c1baf6debd8,train,1,1,HAD ENGINE CHOKE & BRIEFLY LOSE POWER ON DEPARTURE. FULL THR,,,100004
EVC-275afacc9aaef0ed,test,1,1,PROP RIVETS LOOSE ON R/H FWD SIDE OF ENGINE BAFFLE.,,,105434
EVC-2832a01734547c28,train,1,1,"ON RUN UP, FAULTY MAGNETO CK PROCEDURES.",,,102286
EVC-28558fdc110a6bbe,test,1,1,SAFETY WIRE BROKEN BETWEEN #2 & 4 CYL INTERCYLINDER BAFFLE.,,,104206
EVC-2864eb4754716507,dev,1,1,HARDWARE MISSING FROM #2 CYLINDER BAFFLE.,,,105507
EVC-2876543c8b802fb9,train,1,1,"BAFFLE SCREW, BY OIL TUBE, LOOSE.",,,106013
EVC-28847ccda32bb993,train,1,1,FOUND BROKEN COVER SCREW ON GROUND.,,,103623
EVC-28fe4942a5b2394c,dev,1,1,"#1, 2, 3 COWL SHOCK MOUNTS TORN.",,,100526
EVC-2904d0aa6335bebe,train,1,1,FWD LWR SEAL ON BAFFLING WORN AT AIR INTAKE.,,,103688
EVC-2971ed77b86b6489,train,1,1,IMPELLER IS DIRTY.,,,105112
EVC-29be39732fcc0c8a,dev,1,1,BOTH BAFFLE PLUGS HAVE TOO MANY TABS MISSING.,,,101599
EVC-29c8aa84d6125f2e,train,1,1,FUEL LEAK FROM DRAIN.,,,105620
EVC-29cb985c410a23b8,train,1,1,"PROP OVERSPEED, HIGH RPM & ANYTHING ABOVE 22 INCHES WOULD RE",,,105729
EVC-29d04d58aad3ecf7,train,1,1,L/H SIDE BAFFLING ON #3 CYL CRACKED.,,,103831
EVC-2a0c25741c57500e,train,1,1,"ENGINE OVERSPEED, 3275 RPM.",,,102759
EVC-2a1d69391caea0d4,train,1,1,R/H ENG #2 & 4 INTAKE HAVE SLIGHT LEAK.,,,103731
EVC-2a398865852a5cec,train,1,1,#3 ROCKER COVER IS LEAKING OIL.,,,102971
EVC-2a4e4dd8275d9706,test,1,1,"HIGH CYLINDER HEAD TEMPS, OVER 400*.",,,105050
EVC-2a624f6e4d4b6fee,train,1,1,RIVET PULLED THROUGH ENGINE BAFFLE SEAL ABOVE #2 CYL.,,,103726
EVC-2a6b724511933b95,dev,1,1,CYL #4 EXHAUST VALVE LASH IS EXCESSIVE.,,,104714
EVC-2a81a5caaf40670f,train,1,1,L/H ENG BROKEN BAFFLE ROD RUNNING ALONG CYL #2 & 4.,,,102659
EVC-2ac1fd4ce16b2c10,train,1,1,"CLIMB OUT 1 OR BOTH ENGINES RAN VERY ROUGH, TRIED LEANING &",,,100762
EVC-2acac673795d2c6d,train,1,1,FWD ENG PLUGS SAFETY WIRE LOOSE & CHAFING THROUGH.,,,103125
EVC-2af3cb5e6ce1f887,dev,1,1,"NEAR IDLE, ENGINE WAS A LITTLE ROUGH. AT STOP FOR RUN UP, RP",,,103123
EVC-2bd6b57b17c1dc4c,train,1,1,WRENCH BY ACCESORY CASE,,,104272
EVC-2c3358c8c46b3be6,train,1,1,LEFT & RIGHT SIDE BAFFLE PLUGS LOOSE.,,,103500
EVC-2c58810e0a64c16f,train,1,1,ENGINE IDLE @ 1700 RPM DURING SHUT DOWN. NO RISE IN RPM ON M,,,100450
EVC-2c7890891098a522,train,1,1,SCROLL NEEDS TO BE CLEANED.,,,104737
EVC-2d08230a699c8c69,dev,1,1,ENGINE BACK BONE BOLTS SEEPING.,,,103355
EVC-2d0d92d7f5387885,train,1,1,"R/H ENG BAFFLE TIE ROD IS LOOSE, L/H SIDE.",,,100979
EVC-2d166bdeee76c2b6,dev,1,1,CYL #1 WIRING HARNESS SUPPORT BRACKET IS BROKEN.,,,102129
EVC-2d23de2e8d6f0980,train,1,1,OIL COOLER LWR O/B BOLT NO THREADS SHOWING.,,,103233
EVC-2d29f0b2070d9fc7,train,1,1,"R/H ENGINE SHUT DOWN ON LANDING, WAS ABLE TO RESTART & TAXI",,,102031
EVC-2d61ca3b47c02390,dev,1,1,ENGINE BAFFLE CYL #3 MOUNT BRACKET SHEARED RIVET.,,,101239
EVC-2d6e3c78725e6646,train,1,1,"#4 CYL HAS LOW COMPRESSION, AROUND 34 PSI.",,,100473
EVC-2d7d3027daf6006a,train,1,1,PAINT WAS NOT REMVOED AROUND ENG GROUNDING POINT.,,,104971
EVC-2dfbdc9f76e77caa,train,1,1,AIR BOX GASKET REPLACEMENT.,,,106084
EVC-2e62ca9ceaf6dc7a,test,1,1,R/H #4 SIDE BAFFLE MISSING BOLTS.,,,100392
EVC-2e6734b39fd23c61,dev,1,1,RIGHT ENGINE BAFFLE SEAL LOOSE ON BOTTOM CORNER.,,,104904
EVC-2e731d8f1ffa7035,train,1,1,MOUNTS FOR L/H & R/H OIL/TORQUEMETER MOUNTS CRACKED.,,,104198
EVC-2e93fadc9a5d722e,train,1,1,"TIE WRAP MISSING BY #1 CYL ANCHOR, FOR WIRES.",,,104331
EVC-2ece3adbde2cccfe,test,1,1,SCREW MISSING ON #1 CYLINDER BAFFLE SECTION.,,,104876
EVC-2ed3699980092a1e,train,1,1,ADEL CLAMP ON BATTERY MOUNT IS TOO LARGE.,,,104360
EVC-2ee0f68b50676479,train,1,1,COWL SEAL BY #2 CYL NEEDS TO BE REATTCHED TO BAFFLING.,,,102624
EVC-2f3766a2fcb62b0b,train,1,1,R/H #3 AFT BAFFLE SEAL IS LOOSE.,,,101233
EVC-2f4f7ce81efbb4be,test,1,1,"L/H ENGINE, L/H MAGNETO HAD DROP OF 300 RPM ON RUN UP. LEANE",,,100892
EVC-2f4ff6e31219dcfa,train,1,1,"AFT BAFFLE, R/H SIDE OF ENGINE, HAS SHEARED RIVET.",,,104131
EVC-2fed966dc5d30ff2,train,1,1,LOOSELY HANGING FRONT ENGINE RUBBER BAFFLE.,,,102528
EVC-304d7b9c1337e448,train,1,1,R/H ENG CYL #1 PRIMER LINE SLEEVE IS TORN.,,,100885
EVC-306f021dd5496007,train,1,1,COWLING SEAL NEEDS TO BE RESECURED (LOWER AFT).,,,105363
EVC-30ed2aaacfe62dca,test,1,1,"BETWEEN #2 & 4 CYLDERS, SPIRAL WRAP MELTED.",,,103003
EVC-3118244cf5900043,test,1,1,ALL SCREWS FOR ROCKER COVERS ARE LOOSE.,,,100298
EVC-3122a4a5142f9cfe,test,1,1,REAR ENGINE BAFFLE BRACKET LOOSE.,,,101339
EVC-312b2238048441cf,train,1,1,"#3 CYL BAFFLING ON L/H ENGINE, CRACKED ON AFT SIDE.",,,102936
EVC-313234c913b1cc1c,train,1,1,AFT R/H BAFFLE HAS MISSING RIVET.,,,100272
EVC-3134b0030ae11ca6,dev,1,1,BOTH LWR ENG COWLS NEED CLEANING.,,,105724
EVC-3151be1c41611131,train,1,1,BAFFLE REPAIR PERFORMED ON PD #12 HAS RIVETS THAT ARE RUBBIN,,,103845
EVC-31ba712465f10d2c,train,1,1,"BAFFLING CRACKED, R/H ENG BY #4 CYLINDER.",,,101941
EVC-31cc13801527e016,train,1,1,EVIDENCE OF OIL LEAK ON PILOT SIDE OF ENGINE.,,,104731
EVC-31e534f7e719c896,train,1,1,"R/H ENGINE, L/H SIDE FWD COWL SEAL IS LOOSE.",,,100895
EVC-320e2bf1c8ea7b79,train,1,1,LEFT ENGINE WOULD NOT START. ATTEMPTED NORMAL & FLOODED.,,,101891
EVC-322b5309c8e85440,train,1,1,TOP SIDE BAFFLES NEEDS TO BE SECURED.,,,104291
EVC-3239eadcf385a535,train,1,1,#3 CYL LOWER SPARK PLUG BOSS THREADS DAMAGED.,,,101958
EVC-3265c241c89a5f3c,train,1,1,R/H CARB HEAT SHROUD HAS A BROKEN TAB.,,,105936
EVC-3269d6e050a496d8,train,1,1,SMALL CRACK NOTED BY BOLT ON #1 CYL BAFFLE OF R/H ENGINE.,,,104043
EVC-3284f82d395b333f,test,1,1,BAFFLING ABOVE CYL #4 HAS A CRACK IN IT.,,,103273
EVC-3290bbe4705bec4e,test,1,1,"#3/2 INTAKE GASKETS LEAKING, R/H ENGINE.",,,104285
EVC-32aa11623f348951,test,1,1,SHORT DIPSTICK INSTALLED,,,103687
EVC-33438bef5a150afd,dev,1,1,#1 AND #3 ROCKER COVERS LEAKING,,,103910
EVC-335ac583dbf99200,train,1,1,#4 CYLINDER MISSING SCREW FOR ROCKER COVER/BAFFLE.,,,104323
EVC-33aa1ad7a3c8003b,train,1,1,#1 CYL INTAKE BOLTS LOOSE.,,,106141
EVC-33bcffc92268813f,train,1,1,FWD BAFFLE SEAL HAS WORN SPOTS BY ENG INDUCTION.,,,103276
EVC-33c92e90eb9b1eda,train,1,1,"L/H ENG #4 CYL, AFT UPPER SUPPORT BRACKET CRACKED ON BAFFLE.",,,101424
EVC-33df8412bbe44b2a,train,1,1,PILOT REPORTED THAT CYL #1 FWD BAFFLE SEAL NEEDED TO BE LOOK,,,103942
EVC-340b67c31e22f8f3,train,1,1,#4 CYL INTAKE GASKET LEAKAGE.,,,102500
EVC-3424924d52ce139a,train,1,1,R/H ENG REACHED 2770 RPM ON TAKE OFF.,,,101839
EVC-347e30c13308b590,train,1,1,FWD BAFFLE CRACKED UNDER THE ALTERNATOR.,,,105276
EVC-34c4eda087466631,train,1,1,RIVET HEAD SHEARED ON ALT AIR DOOR.,,,105023
EVC-352d6c01f41a21ff,train,1,1,BAFFLE SUPPORT ROD CYL #2 & 4 BROKEN.,,,102743
EVC-353a9901452d9cd9,train,1,1,ENGINE COOLING BAFFLE SEAL LOOSE ON TOP L/H SIDE.,,,102073
EVC-354aa13672b3e4d6,train,1,1,"DURING FLIGHT, RPM EXCEEDED 2700 FOR A FEW SECONDS.",,,104823
EVC-3581a56cc0226a05,train,1,1,CRACK NOTED BY NUTPLATE ON #1 CYL BAFFLE.,,,103865
EVC-35a719aae99572bd,train,1,1,R/H ENGINE BAFFLE SEAL UNDER PROP GOVERNOR IS LOOSE.,,,100888
EVC-35bd7511daa97b49,train,1,1,"BLACK BAFFLE SEAL, FWD ENG, HAS SMALL WORN SPOT ON L/H SIDE.",,,105007
EVC-363963b221766b17,train,1,1,R/H FWD ENGINE BAFFLE MISSING PLUG.,,,101663
EVC-36557832b51a86b8,train,1,1,"BAFFLE SUPPORT SCREW, BY OIL TUBE, LOOSE.",,,102884
EVC-366b6dc6811322b1,train,1,1,BAFFLE SCREW MISSING BY OIL FILLER TUBE.,,,104282
EVC-36783a02b9dac48b,train,1,1,#2 & 4 BAFFLE OUTER TIE & SPRING BROKEN.,,,101171
EVC-3689d3137b9b9c70,test,1,1,THROTTLE LINKAGE @ SERVO IS SLOPPY.,,,102089
EVC-36dc48a63180ed44,train,1,1,PILOT REPORTED PROP OVERSPEED OF 20 RPM FOR A FEW SECONDS.,,,105563
EVC-37698bcde6e3aeaa,dev,1,1,"UPON RUN UP, ROUGH MAG & NOT W/IN TOLERANCE. RAN FOULED PROC",,,103637
EVC-376de8d14fb82bab,train,1,1,OIL TEMP LIGHT INOP.,,,105336
EVC-377ee406f4bfe43b,train,1,1,#1 CYL BAFFLING CRACK EXTENDING BEYOND STOP DRILL.,,,103258
EVC-37a8b6197dea3f96,train,1,1,"R/H ENG, R/H BAFFLE TIE ROD REQUIRES ADJUSTMENT.",,,105169
EVC-37a90c2adfda888c,test,1,1,#2 ROCKER COVER THRUST BUTTON ON R/H ENGINE IS BROKEN.,,,101178
EVC-37ccc695cc7b57f1,train,1,1,L/H ENG BAFFLE TIE ROD WIRE HITTING BOTH O/B CLAMPS.,,,105791
EVC-37e3a1f98d8e6246,train,1,1,"L/H ENG, L/H BAFFLE TIE ROD PULLED THROUGH BAFFLE.",,,101552
EVC-37e866dc172cdbf0,train,1,1,"DURING RUN UP MAG CK; RPM DROPPED NORMALLY, BUT WOULD RISE &",,,104831
EVC-37fcdf0e8781ea34,train,1,1,"SCREW MISSING FOR R/H SIDE OF BAFFLING, BEHIND DIPSTICK.",,,100391
EVC-3854d1733f05d4f5,dev,1,1,R/H BAFFLE PLUG REQUIRES REPLACEMENT.,,,104383
EVC-38c88043d9fc886f,test,1,1,#1 & 2 ROCKER GASKETS ARE LEAKING ON L/H ENGINE.,,,105682
EVC-38d2bf6377e1f0be,train,1,1,R/H ENG CORNER BRACKET BY PROP CABLE IS CRACKED.,,,100716
EVC-38de347e14b3e413,dev,1,1,RIVET LOOSE ON L/H BAFFLE.,,,105797
EVC-394a5091e34dd5a8,test,1,1,2 RIVETS MISSING FROM ENGINE DATA PLATE.,,,102677
